[2026-03-10 21:45:24.664] [debug] [:] [PicMatchViewModel.cpp:340:onPlayerCallback] "onPlayerCallback restored and setList count=1"
[2026-03-10 21:45:24.773] [debug] [:] [PicRecognitionObj.cpp:510:detectFacesInRgba] "Using DNN for face detection"
[2026-03-10 21:45:24.776] [debug] [:] [PicRecognitionObj.cpp:314:detectFacesWithDNN] "Starting DNN face detection, image size: 2400x3200"
[2026-03-10 21:45:24.776] [debug] [:] [PicRecognitionObj.cpp:315:detectFacesWithDNN] "Net is empty: false"
[2026-03-10 21:45:24.777] [debug] [:] [PicRecognitionObj.cpp:323:detectFacesWithDNN] "Blob created with size: 1x3x300x300"
[2026-03-10 21:45:24.786] [debug] [:] [PicRecognitionObj.cpp:334:detectFacesWithDNN] "Successfully got detections using output layer: detection_out, dims: 4"
[2026-03-10 21:45:24.786] [debug] [:] [PicRecognitionObj.cpp:362:detectFacesWithDNN] "Detections matrix dimensions: 4"
[2026-03-10 21:45:24.786] [debug] [:] [PicRecognitionObj.cpp:365:detectFacesWithDNN] "Detected Caffe-style output format: 1x1xNx7, num_detections: 200"
[2026-03-10 21:45:24.786] [debug] [:] [PicRecognitionObj.cpp:386:detectFacesWithDNN] "Converted coordinates: x=568, y=694, w=356, h=413"
[2026-03-10 21:45:24.786] [debug] [:] [PicRecognitionObj.cpp:390:detectFacesWithDNN] "Adding face detection: (568,694)-(924,1107)"
[2026-03-10 21:45:24.786] [debug] [:] [PicRecognitionObj.cpp:479:detectFacesWithDNN] "DNN face detection finished, found 1 faces"
[2026-03-10 21:45:24.786] [debug] [:] [PicRecognitionObj.cpp:517:detectFacesInRgba] "DNN returned 1 faces"
[2026-03-10 21:45:24.792] [debug] [:] [PicRecognitionObj.cpp:291:estimateAge] "Age prediction: range=(4-6), confidence=0.935"
[2026-03-10 21:45:24.792] [debug] [:] [PicRecognitionObj.cpp:669:detectFacesInRgba] "Face detection completed: 1 faces detected for image ID: xiaoxiaoyan_5"
[2026-03-10 21:45:24.792] [debug] [:] [PicRecognitionObj.cpp:674:detectFacesInRgba] "Face 0: x=0.237, y=0.217, width=0.148, height=0.129, confidence=0.961, age=4, face image size: 436x493"
[2026-03-10 21:45:24.792] [debug] [:] [FaceImageProvider.cpp:35:setImage] "FaceImageProvider::setImage id=xiaoxiaoyan_5_face_0 size=436x493 cacheCount=5"
[2026-03-10 21:45:24.792] [debug] [:] [PicMatchModel.cpp:145:facesToVariantList] "facesToVariantList face=xiaoxiaoyan_5_face_0 providerUrl=image://picmatchfaces/xiaoxiaoyan_5_face_0?v=9"
[2026-03-10 21:45:24.799] [debug] [:] [FaceImageProvider.cpp:67:requestImage] "FaceImageProvider::requestImage rawId=xiaoxiaoyan_4_face_0?v=7&r=1_-1 parsedId=xiaoxiaoyan_4_face_0 hit=true req=-1x-1 cached=341x404 cacheCount=5"
[2026-03-10 21:45:24.800] [debug] [:] [FaceImageProvider.cpp:67:requestImage] "FaceImageProvider::requestImage rawId=xiaoxiaoyan_4_face_0?v=8&r=1_0 parsedId=xiaoxiaoyan_4_face_0 hit=true req=-1x-1 cached=341x404 cacheCount=5"
[2026-03-10 21:45:24.800] [debug] [:] [FaceImageProvider.cpp:67:requestImage] "FaceImageProvider::requestImage rawId=xiaoxiaoyan_4_face_0?v=8&r=1_-1 parsedId=xiaoxiaoyan_4_face_0 hit=true req=-1x-1 cached=341x404 cacheCount=5"
[2026-03-10 21:45:24.800] [debug] [:] [FaceImageProvider.cpp:67:requestImage] "FaceImageProvider::requestImage rawId=xiaoxiaoyan_5_face_0?v=9&r=1_0 parsedId=xiaoxiaoyan_5_face_0 hit=true req=-1x-1 cached=436x493 cacheCount=5"
[2026-03-10 21:45:27.297] [debug] [:] [FaceImageProvider.cpp:67:requestImage] "FaceImageProvider::requestImage rawId=xiaoxiaoyan_5_face_0?v=9&r=1_-1 parsedId=xiaoxiaoyan_5_face_0 hit=true req=-1x-1 cached=436x493 cacheCount=5"
